respondent_id,xyz_vaccine,seasonal_vaccine
28484,0.16929382,0.3823879
28485,0.005708494,0.013439877
28486,0.010692264,0.0773626
28487,0.003527442,0.043959662
28488,0.13060527,0.81515306
28489,0.20546962,0.19635688
28490,0.058457803,0.7893966
28491,0.06585095,0.62026316
28492,0.050927777,0.6258819
28493,0.023253523,0.09036062
28494,0.7200881,0.61093575
28495,0.006115592,0.048480835
28496,0.13627028,0.92538863
28497,0.044699892,0.15823281
28498,0.05397629,0.23730515
28499,0.04994911,0.59695315
28500,0.0241129,0.072412446
28501,0.225903,0.5897982
28502,0.12787852,0.19525415
28503,0.5495475,0.075434186
28504,0.04417996,0.1288168
28505,0.015982255,0.0066504017
28506,0.6972055,0.6588061
28507,0.0015745357,0.02011204
28508,0.9150884,0.8952963
28509,0.026581999,0.13009016
28510,0.30155668,0.5850086
28511,0.09927176,0.8943246
28512,0.1908979,0.11349439
28513,0.011930295,0.16052207
28514,0.0532623,0.43036166
28515,0.038369477,0.19087696
28516,0.291263,0.55573976
28517,0.013766558,0.07606861
28518,0.08803564,0.49561858
28519,0.090720244,0.19294909
28520,0.12984541,0.20023605
28521,0.13175522,0.75861686
28522,0.62057585,0.873785
28523,0.14229642,0.23292512
28524,0.5928006,0.48875394
28525,0.1706369,0.09105027
28526,0.059550665,0.26560318
28527,0.026902767,0.29243305
28528,0.3262809,0.5551279
28529,0.025658468,0.08975975
28530,0.07868895,0.93597233
28531,0.033502847,0.12565632
28532,0.10433148,0.124535605
28533,0.031926166,0.10683772
28534,0.0063596615,0.020522224
28535,0.01719774,0.09067647
28536,0.082063,0.7785916
28537,0.061493594,0.52118075
28538,0.708467,0.88240504
28539,0.009198616,0.024937645
28540,0.04922063,0.98096734
28541,0.39841193,0.73435944
28542,0.03992738,0.02913282
28543,0.103526264,0.15904935
28544,0.26683757,0.563124
28545,0.308513,0.8485539
28546,0.10030614,0.23393877
28547,0.023555577,0.54836684
28548,0.0026843972,0.02004717
28549,0.0025721753,0.13335177
28550,0.016287696,0.6292538
28551,0.10525429,0.96548337
28552,0.35278022,0.29959005
28553,0.045863226,0.09505416
28554,0.08358314,0.74562347
28555,0.3749792,0.4051122
28556,0.015640639,0.12039112
28557,0.2907437,0.87672544
28558,0.14528699,0.6194503
28559,0.010552475,0.2123744
28560,0.120363764,0.66099966
28561,0.43775666,0.8943482
28562,0.11822598,0.17322826
28563,0.05732061,0.15248856
28564,0.045217797,0.030399567
28565,0.08280281,0.3600366
28566,0.05839117,0.79585654
28567,0.012443037,0.079517566
28568,0.09390614,0.2840835
28569,0.40499848,0.63267726
28570,0.007675696,0.10263807
28571,0.02126859,0.2875152
28572,0.011003099,0.04842359
28573,0.76667374,0.95071876
28574,0.16894102,0.43269613
28575,0.5490584,0.7316741
28576,0.20824799,0.080115534
28577,0.042201415,0.94526154
28578,0.009998097,0.020496512
28579,0.26016515,0.7673562
28580,0.22075447,0.6427378
28581,0.023303052,0.6298494
28582,0.41928503,0.25671306
28583,0.1583432,0.8515372
28584,0.05789127,0.86390793
28585,0.20976348,0.28999454
28586,0.06800131,0.052630246
28587,0.41688555,0.8372614
28588,0.15879346,0.32022253
28589,0.5942484,0.87972397
28590,0.006525738,0.037305612
28591,0.64927375,0.9922289
28592,0.93783313,0.98147607
28593,0.12306675,0.45216584
28594,0.08157688,0.27281868
28595,0.062006343,0.64834434
28596,0.028949382,0.22937831
28597,0.079895325,0.9160583
28598,0.03461527,0.33278942
28599,0.09766633,0.16604072
28600,0.009985569,0.33014628
28601,0.23559135,0.7567427
28602,0.84034103,0.84721553
28603,0.15689391,0.25674325
28604,0.45455137,0.15299746
28605,0.014517469,0.085908726
28606,0.082418635,0.3503377
28607,0.0018323865,0.004022612
28608,0.08796622,0.2895546
28609,0.5938534,0.8622852
28610,0.16711716,0.2564569
28611,0.06549582,0.2457639
28612,0.13949433,0.8904218
28613,0.19975187,0.08920187
28614,0.050798345,0.1672753
28615,0.0137327975,0.17337477
28616,0.14671421,0.4337278
28617,0.02513929,0.101467155
28618,0.056868583,0.12321811
28619,0.3658183,0.4072642
28620,0.34869608,0.5447433
28621,0.02913038,0.9099736
28622,0.8256014,0.90114856
28623,0.07313456,0.23579036
28624,0.010937514,0.4311062
28625,0.51042694,0.02249383
28626,0.3497574,0.8137403
28627,0.33203098,0.84931195
28628,0.4165449,0.4206151
28629,0.0011876079,0.002664206
28630,0.9390394,0.88587415
28631,0.11462182,0.20666113
28632,0.07258469,0.12605573
28633,0.39257878,0.4778506
28634,0.41267622,0.35031053
28635,0.27935725,0.8616825
28636,0.09305225,0.4138984
28637,0.44232243,0.83479935
28638,0.028873133,0.4288865
28639,0.1384241,0.8861469
28640,0.04110194,0.46340048
28641,0.060288336,0.5123564
28642,0.10230278,0.39667737
28643,0.023924246,0.20461832
28644,0.1138434,0.42180747
28645,0.20013866,0.5552824
28646,0.1188701,0.2066406
28647,0.029556902,0.20458846
28648,0.17607898,0.44500652
28649,0.3238912,0.41248462
28650,0.08954051,0.10335048
28651,0.67654747,0.9238979
28652,0.099127986,0.03837161
28653,0.11007506,0.6714911
28654,0.08589905,0.84166694
28655,0.098660246,0.703411
28656,0.70318866,0.8791605
28657,0.03185754,0.033321407
28658,0.93384963,0.88690656
28659,0.0072376784,0.004322188
28660,0.55222315,0.14177434
28661,0.77183396,0.55891025
28662,0.023463143,0.10155205
28663,0.14332351,0.25228
28664,0.25187394,0.85671437
28665,0.2706282,0.1913511
28666,0.08633075,0.10399184
28667,0.27302015,0.5076332
28668,0.10339963,0.16577372
28669,0.5153479,0.90394753
28670,0.14179997,0.09266721
28671,0.0975976,0.08269398
28672,0.029803,0.7440532
28673,0.38381365,0.78144664
28674,0.12903678,0.14579785
28675,0.81324357,0.95531785
28676,0.033782844,0.51817876
28677,0.09007414,0.9102544
28678,0.010106746,0.090060145
28679,0.31170163,0.71488124
28680,0.0678218,0.43147066
28681,0.35052228,0.945654
28682,0.64260215,0.91466904
28683,0.10022788,0.30474597
28684,0.01849342,0.049158774
28685,0.0060981927,0.35080525
28686,0.056997105,0.9323599
28687,0.007119059,0.0058002467
28688,0.08214719,0.80961215
28689,0.5127835,0.900605
28690,0.047167085,0.46412942
28691,0.51543784,0.5899512
28692,0.035628047,0.80145574
28693,0.019561764,0.9108889
28694,0.189112,0.62489647
28695,0.23788011,0.4538184
28696,0.01476412,0.47643736
28697,0.15588444,0.26407385
28698,0.93618906,0.78624606
28699,0.016005542,0.04680821
28700,0.032380145,0.91517466
28701,0.184267,0.16188785
28702,0.066738576,0.21908571
28703,0.09317271,0.5922771
28704,0.43985784,0.9256
28705,0.09509843,0.8851041
28706,0.40983316,0.16766463
28707,0.018601077,0.031160511
28708,0.29099503,0.23237242
28709,0.046390742,0.033680942
28710,0.83745205,0.97149366
28711,0.708682,0.9072692
28712,0.07108818,0.022899639
28713,0.17196564,0.14403978
28714,0.49303976,0.61415803
28715,0.32307827,0.7106307
28716,0.05182242,0.017135743
28717,0.11207718,0.541261
28718,0.07911291,0.5702753
28719,0.040416002,0.048603825
28720,0.018525016,0.020303082
28721,0.019019429,0.2407847
28722,0.46499813,0.675151
28723,0.02270268,0.85624635
28724,0.03881622,0.6428147
28725,0.35147843,0.92629427
28726,0.059581593,0.30826646
28727,0.041631144,0.27190477
28728,0.045678373,0.07415902
28729,0.31963333,0.87644386
28730,0.09430168,0.7813359
28731,0.042453345,0.48792163
28732,0.047475573,0.11396299
28733,0.016198494,0.13642174
28734,0.05459732,0.32834238
28735,0.06965967,0.32092246
28736,0.13571867,0.13735445
28737,0.14287347,0.76176685
28738,0.03415861,0.96591926
28739,0.17930284,0.5121578
28740,0.49098635,0.97945386
28741,0.0058356463,0.39614943
28742,0.12420956,0.105274454
28743,0.01976214,0.16114816
28744,0.033013575,0.7479285
28745,0.035736352,0.98139244
28746,0.14294262,0.16498542
28747,0.07468609,0.91608346
28748,0.77545303,0.88340527
28749,0.024021463,0.2953535
28750,0.103285566,0.33607236
28751,0.04174364,0.6354956
28752,0.08572815,0.062484313
28753,0.14848693,0.052923914
28754,0.823315,0.73174757
28755,0.13712832,0.66981083
28756,0.07603799,0.039117023
28757,0.02122002,0.56351966
28758,0.01927141,0.085978344
28759,0.03465923,0.38777852
28760,0.03077493,0.076065324
28761,0.30924118,0.52557623
28762,0.23489611,0.8453686
28763,0.23431075,0.275559
28764,0.61496186,0.6646155
28765,0.1672526,0.86218125
28766,0.1093064,0.79382026
28767,0.02296952,0.21831816
28768,0.06909528,0.048784196
28769,0.16099723,0.30697763
28770,0.106369376,0.7332427
28771,0.6056845,0.84677696
28772,0.062834494,0.5472247
28773,0.1656813,0.43270895
28774,0.82373625,0.88624626
28775,0.02128927,0.72538066
28776,0.06000785,0.44725713
28777,0.055212427,0.31892267
28778,0.17289332,0.30885145
28779,0.8245716,0.96982265
28780,0.017289665,0.08302456
28781,0.27822095,0.82705253
28782,0.12768765,0.9543407
28783,0.050794173,0.8640614
28784,0.008942264,0.20008789
28785,0.121948965,0.49644324
28786,0.046991978,0.10299473
28787,0.044480644,0.027604008
28788,0.056695033,0.09399737
28789,0.42746714,0.70086807
28790,0.32895583,0.82983434
28791,0.8698264,0.9638594
28792,0.48250365,0.81870025
28793,0.53387743,0.92035663
28794,0.0503822,0.0488327
28795,0.17216265,0.11952037
28796,0.0036210455,0.029332615
28797,0.867524,0.9551066
28798,0.043703184,0.84998506
28799,0.09644434,0.15871383
28800,0.098860316,0.12712048
28801,0.019001674,0.06593912
28802,0.23960282,0.27764806
28803,0.036222406,0.913273
28804,0.07196645,0.92973864
28805,0.0031502636,0.06018153
28806,0.60544896,0.6776977
28807,0.12219641,0.17417644
28808,0.039068624,0.05659695
28809,0.024611462,0.8103662
28810,0.12421957,0.27180815
28811,0.14085509,0.90405333
28812,0.012086537,0.06261627
28813,0.11613506,0.3814603
28814,0.18574002,0.32364509
28815,0.10287481,0.088906676
28816,0.124691695,0.36342502
28817,0.00426206,0.24956837
28818,0.005138024,0.014827247
28819,0.112590544,0.7654559
28820,0.018921798,0.13871527
28821,0.02187136,0.07540424
28822,0.09961596,0.07804697
28823,0.076056674,0.8811042
28824,0.4090726,0.88249505
28825,0.12070923,0.5661482
28826,0.23439047,0.49028823
28827,0.58822775,0.75738716
28828,0.2636313,0.13854837
28829,0.039465815,0.07130559
28830,0.046841167,0.49544626
28831,0.012189929,0.11211628
28832,0.151295,0.3244409
28833,0.031171897,0.44945306
28834,0.4220025,0.6561549
28835,0.13003543,0.1873535
28836,0.006772942,0.7231959
28837,0.91356295,0.9298844
28838,0.08796635,0.88227814
28839,0.4130124,0.8574761
28840,0.048935883,0.35870436
28841,0.117428444,0.23430395
28842,0.11814741,0.1300818
28843,0.5323722,0.95545346
28844,0.039880328,0.14781253
28845,0.027889254,0.104076125
28846,0.77352357,0.85434103
28847,0.0803419,0.105037615
28848,0.26786107,0.3697553
28849,0.12488299,0.5653297
28850,0.08143721,0.31511775
28851,0.050540544,0.09013706
28852,0.41429397,0.8525426
28853,0.027638163,0.066799454
28854,0.04575578,0.954721
28855,0.060979716,0.091020435
28856,0.050494026,0.71218777
28857,0.046158448,0.5028101
28858,0.165606,0.90187246
28859,0.019370498,0.03463695
28860,0.1299897,0.3990565
28861,0.78627104,0.8777921
28862,0.12909572,0.47461954
28863,0.14608964,0.9424395
28864,0.18525735,0.3040778
28865,0.06351541,0.9533648
28866,0.25787464,0.3347861
28867,0.012395623,0.092274174
28868,0.033158362,0.04376294
28869,0.00807019,0.10684928
28870,0.046142064,0.03947064
28871,0.09200911,0.011232442
28872,0.04638967,0.7270974
28873,0.025982281,0.03795053
28874,0.029845107,0.6210282
28875,0.16352494,0.8027285
28876,0.060414735,0.5557364
28877,0.011057467,0.049950253
28878,0.009649392,0.08351822
28879,0.03626886,0.66230583
28880,0.25436348,0.44556436
28881,0.102602325,0.06676482
28882,0.6788969,0.9727673
28883,0.23961991,0.21410438
28884,0.61758286,0.2091139
28885,0.0097212205,0.09834611
28886,0.020811494,0.18179922
28887,0.015124128,0.08129251
28888,0.02938753,0.123032965
28889,0.036857978,0.06354731
28890,0.07069741,0.64977026
28891,0.05541997,0.08782055
28892,0.040534377,0.112848714
28893,0.3317897,0.7556556
28894,0.11292043,0.06028777
28895,0.06736892,0.22472157
28896,0.47675943,0.41340283
28897,0.77882403,0.9216609
28898,0.054281004,0.39811513
28899,0.10103473,0.45981553
28900,0.09728919,0.24823684
28901,0.117708206,0.9576714
28902,0.38304025,0.2132646
28903,0.054465376,0.095274195
28904,0.10049426,0.4959118
28905,0.21042722,0.9299861
28906,0.0034292357,0.9836776
28907,0.016303258,0.018510938
28908,0.6386266,0.95467633
28909,0.41766816,0.5436708
28910,0.11097442,0.6925242
28911,0.096177794,0.35697702
28912,0.015578117,0.97104925
28913,0.5430531,0.5442683
28914,0.1740772,0.96283674
28915,0.16134457,0.060023345
28916,0.047230013,0.7205566
28917,0.12486908,0.6021276
28918,0.8358086,0.9840239
28919,0.13407218,0.5376127
28920,0.50041246,0.41409627
28921,0.058442153,0.6525089
28922,0.1494602,0.27002698
28923,0.6224423,0.845293
28924,0.026150238,0.9571206
28925,0.3333372,0.6856653
28926,0.078533806,0.071277216
28927,0.012081391,0.11404429
28928,0.39578956,0.7014659
28929,0.013363595,0.06638395
28930,0.0074799405,0.075387605
28931,0.256679,0.6759213
28932,0.6351022,0.3327555
28933,0.013341716,0.040819775
28934,0.39622846,0.5260422
28935,0.33493823,0.5694815
28936,0.034390938,0.08641873
28937,0.13834444,0.5905058
28938,0.006590421,0.19629125
28939,0.16354679,0.23777056
28940,0.5103986,0.48282915
28941,0.3034423,0.8959596
28942,0.054109924,0.099764295
28943,0.06891735,0.246844
28944,0.106792204,0.27098727
28945,0.043931026,0.22070977
28946,0.63216037,0.20432346
28947,0.07396091,0.037699036
28948,0.18165383,0.8718153
28949,0.09202401,0.21836099
28950,0.054129597,0.9797008
28951,0.034423012,0.04666744
28952,0.008175184,0.54048866
28953,0.28445926,0.9351402
28954,0.24490467,0.3447426
28955,0.07465309,0.8111956
28956,0.18050128,0.44947127
28957,0.056993462,0.31307644
28958,0.12926319,0.11594317
28959,0.27423507,0.17121379
28960,0.07884822,0.87818056
28961,0.13629831,0.20448975
28962,0.30994758,0.10724115
28963,0.015955206,0.4460009
28964,0.17770985,0.776919
28965,0.19197093,0.03897841
28966,0.054726224,0.0375405
28967,0.75279,0.9620401
28968,0.2483686,0.7868357
28969,0.034362018,0.07288547
28970,0.026030924,0.018017095
28971,0.1262641,0.7232279
28972,0.14306767,0.88526803
28973,0.08656399,0.43834472
28974,0.06795322,0.055951077
28975,0.06249176,0.24983072
28976,0.008722876,0.8643316
28977,0.028023155,0.11815883
28978,0.0072344244,0.52352464
28979,0.059921313,0.87203836
28980,0.07474509,0.110161155
28981,0.64003116,0.87723017
28982,0.011291773,0.07608452
28983,0.005574826,0.003959969
28984,0.75933033,0.62651783
28985,0.23175973,0.25753182
28986,0.41812146,0.6790358
28987,0.024586419,0.03865183
28988,0.7264642,0.5327921
28989,0.10909389,0.9732294
28990,0.18448845,0.38043615
28991,0.40858775,0.66906273
28992,0.045320943,0.114456505
28993,0.03208431,0.24428941
28994,0.041725,0.18159774
28995,0.32420403,0.884265
28996,0.1838578,0.64221853
28997,0.028599374,0.10427867
28998,0.56422955,0.8587897
28999,0.25407517,0.35812473
29000,0.84544706,0.9859772
29001,0.021549776,0.13362633
29002,0.01081624,0.07508432
29003,0.75033456,0.7412899
29004,0.7300753,0.8833105
29005,0.015938848,0.64429
29006,0.08813856,0.14207435
29007,0.054795876,0.8952539
29008,0.34674776,0.62601644
29009,0.068319626,0.6928606
29010,0.0708415,0.15041389
29011,0.09728599,0.19303882
29012,0.2058804,0.20120946
29013,0.04347137,0.28496498
29014,0.16097979,0.7826682
29015,0.078683056,0.04016773
29016,0.026263976,0.8937215
29017,0.05770143,0.563406
29018,0.010319588,0.022035459
29019,0.38905492,0.3347839
29020,0.6778826,0.7461496
29021,0.13680431,0.41354698
29022,0.34009546,0.60270476
29023,0.73310524,0.807424
29024,0.15512292,0.54902387
29025,0.021760799,0.109526664
29026,0.24965204,0.51907194
29027,0.56752443,0.8609311
29028,0.0031639196,0.5945707
29029,0.034438387,0.15345263
29030,0.04595888,0.2396514
29031,0.059064608,0.15133181
29032,0.60717016,0.9273824
29033,0.15334222,0.4492733
29034,0.371129,0.255103
29035,0.012842645,0.31967875
29036,0.016903372,0.46674085
29037,0.13940898,0.9435275
29038,0.011739321,0.23931076
29039,0.13611536,0.38879192
29040,0.011279269,0.027682947
29041,0.51972914,0.74458563
29042,0.045203738,0.036817722
29043,0.0247179,0.26847875
29044,0.9344557,0.9638474
29045,0.089396656,0.034169387
29046,0.0098782,0.32598123
29047,0.03910841,0.23272671
29048,0.8854706,0.9042691
29049,0.7415253,0.9740036
29050,0.051553443,0.80656934
29051,0.2984657,0.3352308
29052,0.020597529,0.072733864
29053,0.059425343,0.41800216
29054,0.020396588,0.07731095
29055,0.09083784,0.9190138
29056,0.08756035,0.7484372
29057,0.07450404,0.8850425
29058,0.0048426376,0.026278686
29059,0.0068511516,0.13102259
29060,0.065072656,0.2369265
29061,0.10857506,0.47774833
29062,0.08380173,0.4417984
29063,0.8661068,0.8745498
29064,0.9903778,0.99631256
29065,0.11477786,0.117025174
29066,0.19193974,0.7296062
29067,0.8710907,0.91542614
29068,0.0071059996,0.1110653
29069,0.042278714,0.9324611
29070,0.0774833,0.43053395
29071,0.6448144,0.46068412
29072,0.082888715,0.7453706
29073,0.15587772,0.09145636
29074,0.6820761,0.8758143
29075,0.06854844,0.78936046
29076,0.8309188,0.9019402
29077,0.07290433,0.9691816
29078,0.138096,0.46432453
29079,0.72118056,0.5890094
29080,0.17949115,0.15927373
29081,0.1629552,0.7991205
29082,0.016298043,0.022151334
29083,0.07412871,0.06911189
29084,0.55683273,0.87860173
29085,0.30727896,0.95875823
29086,0.90461415,0.7925787
29087,0.3557229,0.3395915
29088,0.10034927,0.39525878
29089,0.0071473964,0.011486034
29090,0.025915435,0.5126019
29091,0.25414783,0.88013136
29092,0.21361203,0.23151416
29093,0.79830897,0.8967377
29094,0.013875956,0.012290873
29095,0.049074315,0.5515594
29096,0.6741274,0.8513113
29097,0.040801305,0.046551403
29098,0.44022948,0.7618029
29099,0.6341348,0.81702024
29100,0.69052386,0.6908858
29101,0.3047353,0.5925589
29102,0.39370257,0.89646316
29103,0.32747963,0.77431834
29104,0.1376405,0.7210995
29105,0.541326,0.8906386
29106,0.04011801,0.5447145
29107,0.12444487,0.28685868
29108,0.48878527,0.86006844
29109,0.057204705,0.35793823
29110,0.021554433,0.11282411
29111,0.7657305,0.8962821
29112,0.7821034,0.9013792
29113,0.119629905,0.041974813
29114,0.092334315,0.19041343
29115,0.05317396,0.17951094
29116,0.17936058,0.17723793
29117,0.44989616,0.5952365
29118,0.36179057,0.89713806
29119,0.9779106,0.9885662
29120,0.055497177,0.14062929
29121,0.052582167,0.034542684
29122,0.089510426,0.9487753
29123,0.025523944,0.39683375
29124,0.16323368,0.1880326
29125,0.0055212053,0.42099616
29126,0.35689673,0.24757572
29127,0.3883858,0.75685555
29128,0.112564266,0.5732478
29129,0.0070385356,0.0531614
29130,0.23459008,0.6761976
29131,0.0021719795,0.025529811
29132,0.6442691,0.5017487
29133,0.20994648,0.559312
29134,0.025251526,0.3099917
29135,0.06530992,0.8617219
29136,0.036762144,0.037328
29137,0.026570128,0.37456888
29138,0.02421928,0.036592733
29139,0.01411017,0.12673803
29140,0.074263215,0.23857516
29141,0.21555954,0.09949067
29142,0.44117597,0.61140895
29143,0.12815754,0.35638425
29144,0.7417522,0.9551549
29145,0.5464904,0.53943443
29146,0.034068383,0.11839729
29147,0.22267462,0.87494236
29148,0.026599273,0.7264733
29149,0.16908506,0.79041344
29150,0.040181577,0.38355646
29151,0.10667937,0.2878685
29152,0.60003823,0.8523455
29153,0.042436767,0.18715061
29154,0.12534577,0.07330818
29155,0.49373588,0.8759812
29156,0.09543652,0.16248405
29157,0.014034096,0.039707284
29158,0.05711475,0.8710234
29159,0.26712376,0.6540708
29160,0.008942565,0.010301909
29161,0.45163348,0.87056756
29162,0.07160429,0.19107375
29163,0.018158037,0.013459794
29164,0.02436858,0.06087555
29165,0.8268425,0.96625704
29166,0.08088276,0.13630931
29167,0.07008334,0.01561484
29168,0.23916753,0.39773747
29169,0.643805,0.8790555
29170,0.05519131,0.28648368
29171,0.12568781,0.54486114
29172,0.07056446,0.468623
29173,0.0060755904,0.35385635
29174,0.20530191,0.17109983
29175,0.26252425,0.4657049
29176,0.3322019,0.70036304
29177,0.15309292,0.60181695
29178,0.113407016,0.09721197
29179,0.012318051,0.44433647
29180,0.0071611614,0.41215956
29181,0.13027197,0.13589509
29182,0.009770949,0.01724395
29183,0.5632122,0.4559375
29184,0.008331208,0.021588238
29185,0.7793669,0.14171436
29186,0.047163676,0.5791367
29187,0.14892833,0.27101877
29188,0.05398392,0.25328994
29189,0.015311947,0.057599526
29190,0.1857817,0.23699348
29191,0.009996931,0.05559028
29192,0.045349535,0.14085342
29193,0.034745973,0.20845509
29194,0.017089723,0.10893359
29195,0.38099018,0.7908958
29196,0.014626201,0.109377764
29197,0.011360504,0.014425402
29198,0.18209909,0.046730395
29199,0.023928408,0.18781783
29200,0.1844755,0.36987728
29201,0.054096658,0.09137989
29202,0.71534944,0.7728366
29203,0.01664539,0.8444469
29204,0.03398452,0.80115455
29205,0.027037285,0.8460846
29206,0.105928466,0.92917556
29207,0.16373679,0.46377626
29208,0.07168272,0.94773436
29209,0.010792552,0.04059304
29210,0.026684849,0.017097414
29211,0.64190215,0.4424661
29212,0.012634064,0.02773479
29213,0.026458459,0.03876815
29214,0.20871429,0.81103
29215,0.08046171,0.31400478
29216,0.6385592,0.79364514
29217,0.31650466,0.11809665
29218,0.73105323,0.85695
29219,0.0077060903,0.016102813
29220,0.087148115,0.81563884
29221,0.32172894,0.8934968
29222,0.0064217863,0.06480262
29223,0.0902843,0.038538594
29224,0.82009315,0.15973549
29225,0.017777933,0.8348394
29226,0.06777533,0.26718608
29227,0.23360646,0.4530863
29228,0.6943631,0.7845125
29229,0.09647931,0.29255164
29230,0.75744766,0.43561548
29231,0.036603242,0.18367843
29232,0.12769528,0.41171074
29233,0.14165433,0.23696263
29234,0.0044031907,0.0210974
29235,0.22061563,0.36434433
29236,0.7605118,0.9160807
29237,0.092817485,0.27575475
29238,0.4429559,0.8430251
29239,0.07696246,0.092871666
29240,0.12875551,0.5652499
29241,0.018319156,0.09628653
29242,0.103935525,0.80853266
29243,0.24500977,0.8795469
29244,0.74150217,0.95041996
29245,0.08698595,0.29811412
29246,0.030137068,0.9178498
29247,0.06543525,0.9212866
29248,0.06525925,0.050438125
29249,0.7510507,0.9140097
29250,0.07971194,0.8456116
29251,0.18967536,0.48979196
29252,0.7138733,0.87183535
29253,0.025249412,0.20791163
29254,0.68435985,0.7823309
29255,0.05330845,0.115236744
29256,0.18203472,0.22549163
29257,0.103910394,0.20922123
29258,0.09444167,0.07749983
29259,0.056020945,0.1709495
29260,0.67940396,0.87206423
29261,0.020290485,0.93662465
29262,0.36502522,0.51275307
29263,0.070013314,0.13522993
29264,0.7478905,0.8747441
29265,0.024789363,0.11005071
29266,0.0761035,0.028674606
29267,0.2752666,0.6145695
29268,0.4558682,0.0709141
29269,0.0156135345,0.26022884
29270,0.056296065,0.23605151
29271,0.036347553,0.29334086
29272,0.1960006,0.13265249
29273,0.0032098803,0.0022960487
29274,0.021542896,0.96903485
29275,0.0972364,0.4110507
29276,0.041472174,0.14146107
29277,0.49117312,0.7157814
29278,0.008195015,0.03919966
29279,0.122324884,0.4387216
29280,0.252477,0.9402571
29281,0.042524535,0.6457897
29282,0.1603638,0.67798436
29283,0.3765441,0.71256286
29284,0.008054997,0.14541556
29285,0.019585991,0.6241288
29286,0.15593237,0.3235874
29287,0.28698856,0.28838587
29288,0.30367795,0.9489879
29289,0.64913046,0.9292335
29290,0.010042973,0.07807777
29291,0.089326724,0.3076721
29292,0.7864616,0.84315276
29293,0.061753664,0.46968386
29294,0.6490916,0.6728104
29295,0.6354976,0.8754625
29296,0.20180462,0.77925885
29297,0.31895396,0.7967826
29298,0.013983928,0.7978919
29299,0.33153287,0.77743
29300,0.008287506,0.30382004
29301,0.07468104,0.19354008
29302,0.3895394,0.8975816
29303,0.66634023,0.5039132
29304,0.37751535,0.9201974
29305,0.099821456,0.066725135
29306,0.08942136,0.35295442
29307,0.18281838,0.63995004
29308,0.6257935,0.6704883
29309,0.43358916,0.7265027
29310,0.06505703,0.9862302
29311,0.13554348,0.64126766
29312,0.07961905,0.070018575
29313,0.914027,0.8435457
29314,0.010228095,0.05260978
29315,0.009506703,0.09678844
29316,0.071956925,0.18320084
29317,0.04334712,0.58731693
29318,0.36655512,0.76473767
29319,0.014494437,0.8370338
29320,0.45889208,0.82769984
29321,0.107533604,0.32560664
29322,0.020272464,0.043773897
29323,0.0060172984,0.026130427
29324,0.50724816,0.70662016
29325,0.9055814,0.976314
29326,0.33900878,0.66858983
29327,0.054695845,0.41241044
29328,0.6789245,0.77558315
29329,0.048921824,0.8292625
29330,0.104875185,0.22178355
29331,0.028793098,0.4556493
29332,0.0103770215,0.040799744
29333,0.0093898885,0.29244518
29334,0.30027026,0.08272214
29335,0.0069344467,0.08766577
29336,0.022340039,0.13129848
29337,0.014500669,0.15402257
29338,0.032268424,0.23134212
29339,0.047234293,0.18550096
29340,0.041551538,0.8072021
29341,0.1118888,0.31285173
29342,0.009953842,0.87596893
29343,0.18732873,0.6991186
29344,0.063075215,0.056488488
29345,0.23247783,0.6798912
29346,0.00835973,0.008512652
29347,0.471402,0.3022201
29348,0.71378475,0.9207361
29349,0.01328529,0.09672604
29350,0.13503164,0.1081392
29351,0.070965186,0.033835493
29352,0.109829485,0.4536145
29353,0.019900728,0.038257655
29354,0.060099117,0.07641297
29355,0.055051565,0.021138975
29356,0.0083089275,0.11855022
29357,0.5525584,0.9569268
29358,0.81121963,0.837002
29359,0.0016982986,0.123512045
29360,0.020923367,0.041341186
29361,0.050095055,0.051912125
29362,0.049108263,0.84333324
29363,0.17037605,0.19582835
29364,0.30954477,0.863545
29365,0.3795088,0.41856802
29366,0.0230634,0.10241612
29367,0.008952437,0.116788685
29368,0.059376422,0.25229996
29369,0.14908025,0.6719129
29370,0.3568939,0.66873264
29371,0.5704534,0.6712419
29372,0.18137899,0.90116733
29373,0.45430326,0.85171396
29374,0.33707252,0.4828954
29375,0.5972204,0.5707329
29376,0.12077074,0.66861486
29377,0.10231924,0.14593482
29378,0.19485052,0.14874339
29379,0.49617386,0.7594643
29380,0.077422254,0.6142883
29381,0.5627805,0.8291912
29382,0.7565497,0.17275427
29383,0.6762717,0.88895386
29384,0.65710706,0.8513177
29385,0.8918441,0.9805331
29386,0.090970285,0.5112374
29387,0.023570973,0.6752552
29388,0.012550137,0.4990862
29389,0.0008374617,0.0034366273
29390,0.035011984,0.9670054
29391,0.14950266,0.6120816
29392,0.7407205,0.9773186
29393,0.9643426,0.9927914
29394,0.013144898,0.70053655
29395,0.05965067,0.34221974
29396,0.15293562,0.12913668
29397,0.48008397,0.33484662
29398,0.11327424,0.8880221
29399,0.031137582,0.082025945
29400,0.019248918,0.060077254
29401,0.4657985,0.812155
29402,0.22094494,0.88182646
29403,0.24012034,0.16578852
29404,0.06590115,0.7560596
29405,0.028478306,0.12857501
29406,0.0374879,0.54959905
29407,0.785933,0.9264976
29408,0.048292857,0.6235051
29409,0.5381656,0.9352771
29410,0.055794273,0.17341354
29411,0.83412147,0.955486
29412,0.14024661,0.7689636
29413,0.040002435,0.02588549
29414,0.109500624,0.8748215
29415,0.92566943,0.93806326
